refund_id,order_item_id,refund_amount_usd,refund_date
1705,24818,31.69,2026-01-21
1706,30312,27.80,2026-01-21
1707,22696,45.51,2026-01-21
1708,9662,21.00,2026-01-21
1709,36409,24.08,2026-01-21
1710,16680,18.12,2026-01-21
1711,24329,27.51,2026-01-21
1712,26813,17.95,2026-01-21
1713,5152,18.47,2026-01-21
1714,35396,36.19,2026-01-21
1715,30871,43.88,2026-01-21
1716,20309,43.01,2026-01-21
1717,31006,29.88,2026-01-21
1718,30828,41.29,2026-01-21
1719,21212,13.20,2026-01-21
1720,37818,29.34,2026-01-21
1721,21580,19.59,2026-01-21
1722,13215,36.47,2026-01-21
1723,29145,51.88,2026-01-21
1724,31390,44.25,2026-01-21
1725,1723,47.19,2026-01-21
1726,36702,18.95,2026-01-21
1727,18326,24.86,2026-01-21
1728,682,19.95,2026-01-21
1729,23462,15.30,2026-01-21
1730,30208,40.60,2026-01-21
1731,36884,39.59,2026-01-21
1732,17372,31.23,2026-01-21
1733,24121,53.88,2026-01-21
1734,27608,48.16,2026-01-21
1735,31170,16.45,2026-01-21
1736,8926,44.48,2026-01-21
1737,4977,19.10,2026-01-21
1738,39544,33.84,2026-01-21
1739,34535,40.61,2026-01-21
1740,2779,27.67,2026-01-21
1741,34790,22.21,2026-01-21
1742,5099,31.29,2026-01-21
1743,14725,19.26,2026-01-21
1744,11862,39.29,2026-01-21
1745,30902,24.73,2026-01-21
1746,19629,29.23,2026-01-21
1747,38046,21.34,2026-01-21
1748,5844,36.21,2026-01-21
1749,29684,45.71,2026-01-21
1750,8538,59.70,2026-01-21
1751,33314,27.69,2026-01-21
1752,8406,38.15,2026-01-21
1753,6135,26.58,2026-01-21
1754,36342,59.79,2026-01-21
1755,14435,32.81,2026-01-21
1756,245,32.27,2026-01-21
1757,11622,58.18,2026-01-21
1758,12679,15.09,2026-01-21
1759,347,22.01,2026-01-21
1760,33609,9.09,2026-01-21
1761,34912,54.13,2026-01-21
1762,31580,40.06,2026-01-21
1763,30639,27.83,2026-01-21
1764,720,44.87,2026-01-21
1765,32690,36.87,2026-01-21
1766,6073,30.57,2026-01-21
1767,36876,19.38,2026-01-21
1768,35447,47.83,2026-01-21
1769,36476,41.68,2026-01-21
1770,37806,19.68,2026-01-21
1771,27738,9.83,2026-01-21
1772,20331,29.66,2026-01-21
1773,25624,26.43,2026-01-21
1774,5803,19.59,2026-01-21
1775,6837,17.68,2026-01-21
1776,31885,16.53,2026-01-21
1777,18866,27.08,2026-01-21
1778,31011,19.59,2026-01-21
1779,20793,44.32,2026-01-21
1780,36502,25.57,2026-01-21
1781,3023,34.73,2026-01-21
1782,18454,41.76,2026-01-21
1783,12431,20.30,2026-01-21
1784,1485,37.76,2026-01-21
1785,1511,42.88,2026-01-21
1786,12128,41.13,2026-01-21
1787,35114,41.24,2026-01-21
1788,11407,42.73,2026-01-21
1789,12035,18.18,2026-01-21
1790,15535,30.40,2026-01-21
1791,28453,24.93,2026-01-21
1792,22858,15.20,2026-01-21
1793,34956,39.02,2026-01-21
1794,17822,38.63,2026-01-21
1795,2787,35.97,2026-01-21
1796,32312,39.68,2026-01-21
1797,26514,15.17,2026-01-21
1798,38842,36.13,2026-01-21
1799,14584,59.11,2026-01-21
1800,12645,41.16,2026-01-21
1801,11558,22.93,2026-01-21
1802,30764,20.53,2026-01-21
1803,17436,40.17,2026-01-21
1804,18155,9.78,2026-01-21
1805,38590,27.99,2026-01-21
1806,32603,43.31,2026-01-21
1807,288,27.40,2026-01-21
1808,18353,38.00,2026-01-21
1809,4625,37.82,2026-01-21
1810,33884,16.09,2026-01-21
1811,34227,24.81,2026-01-21
1812,6311,34.38,2026-01-21
1813,37433,16.02,2026-01-21
1814,12372,21.15,2026-01-21
1815,38002,21.19,2026-01-21
1816,28376,21.11,2026-01-21
1817,9543,24.33,2026-01-21
1818,9492,22.06,2026-01-21
1819,15218,42.38,2026-01-21
1820,4010,27.14,2026-01-21
1821,26569,15.86,2026-01-21
1822,6393,41.84,2026-01-21
1823,10592,23.21,2026-01-21
1824,1897,25.84,2026-01-21
1825,35311,41.59,2026-01-21
1826,26425,37.07,2026-01-21
1827,32448,32.04,2026-01-21
1828,17254,19.11,2026-01-21
1829,14017,20.22,2026-01-21
1830,987,27.90,2026-01-21
1831,9280,24.33,2026-01-21
1832,13755,28.43,2026-01-21
1833,1739,26.13,2026-01-21
1834,35795,26.17,2026-01-21
1835,11602,32.94,2026-01-21
1836,25333,34.13,2026-01-21
1837,28633,43.79,2026-01-21
1838,5288,26.32,2026-01-21
1839,17874,29.03,2026-01-21
1840,476,41.12,2026-01-21
1841,30390,56.72,2026-01-21
1842,37901,46.41,2026-01-21
1843,24326,24.59,2026-01-21
1844,8607,31.30,2026-01-21
1845,33282,32.21,2026-01-21
1846,28071,26.28,2026-01-21
1847,37873,17.25,2026-01-21
1848,14853,38.64,2026-01-21
1849,30012,22.37,2026-01-21
1850,39451,36.90,2026-01-21
1851,6314,17.77,2026-01-21
1852,13101,26.02,2026-01-21
1853,14351,59.78,2026-01-21
1854,37787,39.93,2026-01-21
1855,9220,26.55,2026-01-21
1856,23734,42.72,2026-01-21
1857,34142,36.65,2026-01-21
1858,11236,44.85,2026-01-21
1859,28451,47.08,2026-01-21
1860,4597,18.59,2026-01-21
1861,20500,17.74,2026-01-21
1862,36227,29.24,2026-01-21
1863,1419,47.52,2026-01-21
1864,23726,29.97,2026-01-21
1865,36057,46.44,2026-01-21
1866,9631,41.03,2026-01-21
1867,10188,40.77,2026-01-21
1868,19980,43.77,2026-01-21
1869,39897,20.67,2026-01-21
1870,900,25.88,2026-01-21
1871,6004,38.79,2026-01-21
1872,9056,38.43,2026-01-21
1873,29948,16.52,2026-01-21
1874,38985,45.60,2026-01-21
1875,23966,27.43,2026-01-21
1876,9271,54.80,2026-01-21
1877,21817,42.27,2026-01-21
1878,11962,26.16,2026-01-21
1879,37139,15.96,2026-01-21
1880,2811,17.51,2026-01-21
1881,13519,38.30,2026-01-21
1882,24879,17.45,2026-01-21
1883,22522,49.04,2026-01-21
1884,16077,35.37,2026-01-21
1885,3996,54.46,2026-01-21
1886,21908,50.82,2026-01-21
1887,39157,28.55,2026-01-21
1888,12212,44.67,2026-01-21
1889,38138,35.29,2026-01-21
1890,3689,29.29,2026-01-21
1891,10267,22.60,2026-01-21
1892,13984,47.89,2026-01-21
1893,18088,27.26,2026-01-21
1894,14135,21.94,2026-01-21
1895,1714,30.59,2026-01-21
1896,10768,26.81,2026-01-21
1897,22886,38.44,2026-01-21
1898,33464,23.19,2026-01-21
1899,4482,15.45,2026-01-21
1900,31414,45.41,2026-01-21
1901,33402,29.27,2026-01-21
1902,5901,18.09,2026-01-21
1903,18216,21.90,2026-01-21
1904,15546,11.72,2026-01-21
1905,19554,27.80,2026-01-21
1906,20770,37.14,2026-01-21
1907,8829,53.90,2026-01-21
1908,19353,46.43,2026-01-21
1909,2256,38.46,2026-01-21
1910,6713,25.02,2026-01-21
1911,25592,25.39,2026-01-21
1912,29113,23.42,2026-01-21
1913,28709,20.89,2026-01-21
1914,21345,26.41,2026-01-21
1915,10,25.25,2026-01-21
1916,5931,46.06,2026-01-21
1917,26758,40.64,2026-01-21
1918,20357,27.50,2026-01-21
1919,4762,27.20,2026-01-21
1920,14225,41.03,2026-01-21
1921,12861,20.97,2026-01-21
1922,29765,15.50,2026-01-21
1923,22911,43.54,2026-01-21
1924,14845,26.10,2026-01-21
1925,37681,14.94,2026-01-21
1926,3745,32.90,2026-01-21
1927,15118,17.11,2026-01-21
1928,33628,18.19,2026-01-21
1929,11653,51.14,2026-01-21
1930,14182,33.19,2026-01-21
1931,5349,41.94,2026-01-21
1932,10196,24.55,2026-01-21
1933,20443,26.43,2026-01-21
1934,13093,16.87,2026-01-21
1935,30596,28.76,2026-01-21
1936,11126,48.50,2026-01-21
1937,13081,33.02,2026-01-21
1938,38482,25.32,2026-01-21
1939,36418,27.32,2026-01-21
1940,1906,30.47,2026-01-21
1941,1716,15.85,2026-01-21
1942,9527,17.83,2026-01-21
1943,4698,16.48,2026-01-21
1944,5042,38.58,2026-01-21
1945,328,48.95,2026-01-21
1946,37745,16.49,2026-01-21
1947,37794,50.66,2026-01-21
1948,11097,36.96,2026-01-21
1949,30799,36.47,2026-01-21
1950,33585,20.44,2026-01-21
1951,32183,19.23,2026-01-21
1952,20293,34.51,2026-01-21
1953,30507,22.48,2026-01-21
1954,36419,29.17,2026-01-21
1955,707,25.61,2026-01-21
1956,23834,39.42,2026-01-21
1957,14243,46.23,2026-01-21
1958,12328,15.18,2026-01-21
1959,18473,45.04,2026-01-21
1960,10935,35.90,2026-01-21
1961,4865,51.46,2026-01-21
1962,25299,29.69,2026-01-21
1963,38781,18.97,2026-01-21
1964,31021,39.47,2026-01-21
1965,27311,55.87,2026-01-21
1966,11688,30.83,2026-01-21
1967,14734,45.41,2026-01-21
1968,19007,46.96,2026-01-21
1969,7713,25.35,2026-01-21
1970,27928,33.17,2026-01-21
1971,31230,15.36,2026-01-21
1972,27067,28.47,2026-01-21
1973,37081,16.77,2026-01-21
1974,21334,41.01,2026-01-21
1975,5219,37.88,2026-01-21
1976,28058,32.25,2026-01-21
1977,36933,59.14,2026-01-21
1978,29900,36.15,2026-01-21
1979,2372,39.29,2026-01-21
1980,13061,47.18,2026-01-21
1981,38503,30.62,2026-01-21
1982,22839,20.22,2026-01-21
1983,92,23.44,2026-01-21
1984,28054,28.49,2026-01-21
1985,30156,21.43,2026-01-21
1986,17768,16.11,2026-01-21
1987,6048,43.19,2026-01-21
1988,36060,23.46,2026-01-21
1989,6979,23.54,2026-01-21
1990,890,24.91,2026-01-21
1991,25172,28.00,2026-01-21
1992,15321,24.62,2026-01-21
1993,16989,48.59,2026-01-21
1994,36160,46.16,2026-01-21
1995,13182,45.06,2026-01-21
1996,9127,37.18,2026-01-21
1997,11970,57.56,2026-01-21
1998,16998,23.88,2026-01-21
1999,12495,28.71,2026-01-21
2000,22201,32.10,2026-01-21
2001,17865,32.50,2026-01-21
